deliverydate,peaktype,coast,east,far_west,north,north_c,southern,south_c,west,total
7/2/2018 0:00,PeakWD,16705,2353,3165,1409,20953,4714,10170,1760,61233
7/3/2018 0:00,PeakWD,16419,2288,3153,1478,21078,4696,10233,1835,61183
7/5/2018 0:00,PeakWD,15086,2146,3071,1353,19323,4382,8757,1524,55646
7/6/2018 0:00,PeakWD,15326,2016,2984,1316,18327,3952,9278,1657,54861
7/9/2018 0:00,PeakWD,13866,1874,2973,1326,17777,4376,7359,1441,50995
7/10/2018 0:00,PeakWD,16083,2100,2951,1299,17209,4396,9057,1588,54687
7/11/2018 0:00,PeakWD,16603,2078,3074,1382,18999,4581,9495,1740,57956
7/12/2018 0:00,PeakWD,16323,2047,3140,1287,17991,4615,9641,1792,56840
7/13/2018 0:00,PeakWD,16286,2231,3187,1325,18989,4634,9671,1689,58017
7/16/2018 0:00,PeakWD,17002,2351,3209,1475,21278,4754,9964,1760,61797
7/17/2018 0:00,PeakWD,16817,2329,3239,1493,21433,4807,10057,1818,61996
7/18/2018 0:00,PeakWD,17031,2389,3255,1510,21947,4878,10398,1893,63304
7/19/2018 0:00,PeakWD,17137,2470,3309,1588,22947,4898,10420,1947,64719
7/20/2018 0:00,PeakWD,17240,2434,3307,1606,22216,4827,10369,1973,63976
7/23/2018 0:00,PeakWD,17515,2531,3294,1385,21724,5015,11109,1974,64551
7/24/2018 0:00,PeakWD,16633,2363,3240,1410,20437,4967,10892,1809,61754
7/25/2018 0:00,PeakWD,16743,2353,3236,1495,20737,4882,10330,1856,61635
7/26/2018 0:00,PeakWD,17004,2371,3234,1404,20929,4737,9927,1770,61381
7/27/2018 0:00,PeakWD,16956,2321,3182,1396,18943,4757,10005,1739,59302
7/30/2018 0:00,PeakWD,17103,2299,3235,1206,17072,5051,10690,1730,58390
7/31/2018 0:00,PeakWD,14226,2126,3053,1212,17727,4841,9419,1569,54176
8/1/2018 0:00,PeakWD,15883,2070,3162,1286,17946,4819,9590,1702,56463
8/2/2018 0:00,PeakWD,16192,2121,3244,1294,18627,4697,9473,1666,57318
8/3/2018 0:00,PeakWD,16187,2186,3225,1367,18994,4610,9706,1814,58092
8/6/2018 0:00,PeakWD,15987,2318,3262,1484,20603,4464,9775,1808,59704
8/7/2018 0:00,PeakWD,15708,2332,3381,1474,20870,4701,9873,1730,60073
8/8/2018 0:00,PeakWD,15413,2352,3343,1263,19288,4649,10176,1832,58318
8/9/2018 0:00,PeakWD,15935,2219,3150,1258,18469,4907,10197,1658,57795
8/10/2018 0:00,PeakWD,15905,2010,3062,1250,15224,4837,9509,1453,53254
8/13/2018 0:00,PeakWD,16683,2144,3186,1063,15391,4712,9444,1406,54031
8/14/2018 0:00,PeakWD,16753,2195,3335,1145,16475,4751,9731,1521,55908
8/15/2018 0:00,PeakWD,16699,2318,3347,1372,19574,4874,10038,1624,59849
8/16/2018 0:00,PeakWD,16835,2380,3316,1392,20135,4935,10333,1693,61023
8/17/2018 0:00,PeakWD,16999,2394,3363,1416,19956,4871,10256,1751,61009
8/20/2018 0:00,PeakWD,16956,2415,3160,1266,18687,4963,10414,1704,59567
8/21/2018 0:00,PeakWD,17492,2299,3272,1272,18224,4966,10667,1820,60015
8/22/2018 0:00,PeakWD,17552,2309,3315,1295,18471,5021,10551,1805,60323
8/23/2018 0:00,PeakWD,17013,2378,3344,1397,19950,4961,10480,1847,61373
8/24/2018 0:00,PeakWD,16637,2368,3427,1414,20161,4950,10320,1769,61050
8/27/2018 0:00,PeakWD,16317,2407,3260,1460,20263,4987,10368,1859,60923
8/28/2018 0:00,PeakWD,16141,2361,3373,1434,20575,4983,10385,1825,61080
8/29/2018 0:00,PeakWD,13906,2210,3416,1457,20680,4925,10172,1778,58546
8/30/2018 0:00,PeakWD,15639,2244,3358,1451,19765,4843,10115,1844,59263
8/31/2018 0:00,PeakWD,16321,2315,3342,1445,19853,4642,9882,1830,59633
9/4/2018 0:00,PeakWD,14569,2001,3147,1119,17340,4547,8520,1418,52665
9/5/2018 0:00,PeakWD,14988,2185,3169,1165,17014,4476,9056,1443,53500
9/6/2018 0:00,PeakWD,14980,2224,2981,1167,16755,3933,8696,1401,52141
9/7/2018 0:00,PeakWD,15154,2159,2925,1089,16970,4360,8599,1392,52650
9/10/2018 0:00,PeakWD,12777,1716,3067,1049,13433,3649,6711,1285,43692
9/11/2018 0:00,PeakWD,12797,1695,3071,1094,13773,3748,7391,1370,44944
9/12/2018 0:00,PeakWD,13975,1862,3079,1135,15367,4075,8143,1486,49124
9/13/2018 0:00,PeakWD,13695,1971,3102,1210,16533,4146,8172,1497,50329
9/14/2018 0:00,PeakWD,12591,1893,3149,1217,15541,3728,7631,1437,47189
9/17/2018 0:00,PeakWD,16063,2169,3072,1292,18619,4263,8537,1477,55494
9/18/2018 0:00,PeakWD,16437,2250,3113,1310,18932,4316,8942,1581,56884
9/19/2018 0:00,PeakWD,16181,2227,3106,1376,19183,4185,8976,1674,56911
9/20/2018 0:00,PeakWD,15021,2023,3061,1289,17188,4325,8055,1576,52540
9/21/2018 0:00,PeakWD,14616,1964,2885,1055,15651,4487,8373,1556,50592
9/24/2018 0:00,PeakWD,14607,1818,3025,1062,14194,4289,7922,1536,48457
9/25/2018 0:00,PeakWD,14404,1984,3111,1192,16507,4507,8899,1609,52217
9/26/2018 0:00,PeakWD,13552,1836,2772,854,12317,4493,8216,1451,45494
9/27/2018 0:00,PeakWD,12306,1588,2806,957,12987,3547,6746,1390,42331
9/28/2018 0:00,PeakWD,12826,1780,3025,954,12930,3778,7230,1477,44003
10/1/2018 0:00,PeakWD,13348,1853,3090,1102,15710,3965,7762,1488,48321
10/2/2018 0:00,PeakWD,14389,1976,3077,1134,15922,4211,8184,1585,50482
10/3/2018 0:00,PeakWD,15026,2040,3194,1214,17044,4292,8659,1660,53134
10/4/2018 0:00,PeakWD,15167,2060,3271,1173,17083,4301,8691,1538,53289
10/5/2018 0:00,PeakWD,15234,2065,3107,1184,16975,4283,8714,1694,53259
10/8/2018 0:00,PeakWD,14822,1943,2884,964,14725,4240,7520,1396,48495
10/9/2018 0:00,PeakWD,14772,1769,2720,885,12335,4386,7138,1334,45342
10/10/2018 0:00,PeakWD,13754,1591,2818,877,11926,4134,6878,1279,43261
10/11/2018 0:00,PeakWD,12138,1509,2920,811,11431,3773,6208,1139,39933
10/12/2018 0:00,PeakWD,13051,1570,3000,805,11360,4047,7178,1252,42267
10/15/2018 0:00,PeakWD,10695,1474,3072,949,13061,3078,6100,1381,39814
10/16/2018 0:00,PeakWD,10019,1516,3113,901,12943,2938,6443,1337,39213
10/17/2018 0:00,PeakWD,10037,1509,3032,847,12136,2794,5973,1349,37680
10/18/2018 0:00,PeakWD,10320,1400,3011,860,11089,2814,5883,1285,36665
10/19/2018 0:00,PeakWD,11570,1419,2895,867,10943,2775,5655,1201,37330
10/22/2018 0:00,PeakWD,10117,1410,2899,837,10967,2690,5589,1177,35689
10/23/2018 0:00,PeakWD,10022,1385,2859,835,11027,2741,5670,1261,35803
10/24/2018 0:00,PeakWD,10265,1443,2886,908,11501,2697,5717,1356,36776
10/25/2018 0:00,PeakWD,10218,1413,2823,914,11102,2695,5615,1242,36026
10/26/2018 0:00,PeakWD,10354,1385,2883,891,10854,2916,5819,1231,36336
10/29/2018 0:00,PeakWD,12126,1551,2965,993,12873,3477,6617,1326,41933
10/30/2018 0:00,PeakWD,12446,1615,3000,924,12926,3655,6790,1253,42613
10/31/2018 0:00,PeakWD,11416,1547,2934,854,11277,3681,6456,1278,39446
11/1/2018 0:00,PeakWD,10044,1446,2956,913,11074,2964,5517,1181,36098
11/2/2018 0:00,PeakWD,9843,1448,2871,925,10924,2881,5569,1261,35725
11/5/2018 0:00,PeakWD,12448,1508,2881,961,11516,3677,6203,1269,40467
11/6/2018 0:00,PeakWD,13604,1630,2932,930,11635,3860,6466,1272,42333
11/7/2018 0:00,PeakWD,13715,1565,2918,880,11358,3947,7028,1321,42735
11/8/2018 0:00,PeakWD,10883,1453,2936,933,11574,3841,5770,1284,38678
11/9/2018 0:00,PeakWD,9905,1550,3069,974,12052,2956,5986,1258,37753
11/12/2018 0:00,PeakWD,10799,1835,3177,1159,15809,3204,7384,1651,45021
11/13/2018 0:00,PeakWD,12803,2131,3008,1192,16646,4019,8088,1570,49461
11/14/2018 0:00,PeakWD,11840,1942,2942,1161,15076,3575,7258,1388,45187
11/15/2018 0:00,PeakWD,10819,1696,3010,998,12524,3189,6497,1268,40006
11/16/2018 0:00,PeakWD,10115,1492,2990,953,11493,2915,5981,1242,37184
11/19/2018 0:00,PeakWD,11057,1729,3007,1074,13095,3287,6843,1369,41465
11/20/2018 0:00,PeakWD,10398,1620,3053,1044,12662,3154,6149,1305,39388
11/21/2018 0:00,PeakWD,10386,1528,3061,1011,12197,3222,6684,1381,39474
11/23/2018 0:00,PeakWD,9541,1291,2880,870,10218,2751,5346,1291,34192
11/26/2018 0:00,PeakWD,10869,1796,3084,1084,14058,3027,6423,1369,41712
11/27/2018 0:00,PeakWD,10698,1681,2870,987,12664,3033,6402,1408,39747
11/28/2018 0:00,PeakWD,10348,1448,2870,914,11871,2910,5881,1319,37566
11/29/2018 0:00,PeakWD,10578,1429,2905,915,11415,2915,5865,1219,37244
11/30/2018 0:00,PeakWD,11290,1486,2908,876,11404,3088,6007,1308,38370
12/3/2018 0:00,PeakWD,10233,1499,2984,1027,12763,2885,6058,1291,38744
12/4/2018 0:00,PeakWD,10550,1629,3023,1119,14004,2920,6376,1346,40970
12/5/2018 0:00,PeakWD,10827,1604,3016,1095,13519,2988,6694,1567,41314
12/6/2018 0:00,PeakWD,10713,1556,3016,1065,13075,3014,6297,1421,40158
12/7/2018 0:00,PeakWD,10719,1653,3283,1134,14323,3075,6833,1523,42547
12/10/2018 0:00,PeakWD,11515,1710,3078,1108,13680,3283,6815,1422,42614
12/11/2018 0:00,PeakWD,11118,1667,3137,1016,13464,3165,6764,1547,41881
12/12/2018 0:00,PeakWD,10506,1522,3063,990,12440,2998,6077,1373,38973
12/13/2018 0:00,PeakWD,10570,1460,3299,1000,12490,3061,6121,1661,39665
12/14/2018 0:00,PeakWD,11857,1741,3189,1087,14931,3220,7190,1562,44781
12/17/2018 0:00,PeakWD,10357,1547,3181,1063,13380,2976,6093,1365,39966
12/18/2018 0:00,PeakWD,10464,1592,3183,981,12676,2974,6160,1320,39355
12/19/2018 0:00,PeakWD,10514,1511,3022,1005,12280,2925,5905,1328,38494
12/20/2018 0:00,PeakWD,10655,1529,3163,1026,12930,2992,6169,1380,39846
12/21/2018 0:00,PeakWD,10755,1560,3050,966,12389,3020,6147,1427,39317
12/24/2018 0:00,PeakWD,9844,1344,3024,927,11530,2920,5936,1308,36837
12/26/2018 0:00,PeakWD,10480,1321,2989,859,11296,3139,5739,1285,37112
12/27/2018 0:00,PeakWD,10132,1376,3017,958,11729,2951,5583,1386,37135
12/28/2018 0:00,PeakWD,10284,1596,3355,1096,13863,2863,6347,1475,40883
12/31/2018 0:00,PeakWD,10464,1500,2984,1019,12209,3224,6483,1589,39476
1/2/2019 0:00,PeakWD,11224,1911,3417,1308,17934,4066,8682,1880,50426
1/3/2019 0:00,PeakWD,11715,1890,3230,1205,16398,3712,7426,1550,47130
1/4/2019 0:00,PeakWD,10842,1698,3094,1064,13175,3157,6468,1374,40876
1/7/2019 0:00,PeakWD,10246,1403,2899,927,11221,3004,5822,1328,36853
1/8/2019 0:00,PeakWD,10366,1402,2997,907,11717,3061,5701,1305,37459
1/9/2019 0:00,PeakWD,10081,1475,3098,1025,12636,2880,6018,1366,38583
1/10/2019 0:00,PeakWD,10259,1628,3088,1050,13617,2878,6107,1343,39973
1/11/2019 0:00,PeakWD,10046,1554,3028,1018,13348,2945,6124,1400,39467
1/14/2019 0:00,PeakWD,11220,1855,3237,1140,14855,3510,7398,1554,44772
1/15/2019 0:00,PeakWD,10965,1767,3093,1041,14227,3659,6962,1467,43183
1/16/2019 0:00,PeakWD,10469,1571,2957,1019,12680,3091,6367,1373,39531
1/17/2019 0:00,PeakWD,10107,1435,3007,985,12084,2910,5727,1232,37492
1/18/2019 0:00,PeakWD,10239,1479,3024,966,12007,2924,5870,1254,37766
1/21/2019 0:00,PeakWD,10603,1711,3086,1057,13815,3109,6338,1397,41119
1/22/2019 0:00,PeakWD,10106,1523,3150,1084,13067,2980,5905,1313,39132
1/23/2019 0:00,PeakWD,12376,2021,3099,1158,15706,3375,7182,1442,46363
1/24/2019 0:00,PeakWD,11258,1769,3149,1094,13541,3111,6553,1383,41860
1/25/2019 0:00,PeakWD,10817,1616,3159,1095,13789,2920,6382,1324,41105
1/28/2019 0:00,PeakWD,10164,1537,3167,1087,13038,2901,5901,1405,39203
1/29/2019 0:00,PeakWD,11522,1867,3263,1096,14473,3351,7195,1447,44219
1/30/2019 0:00,PeakWD,11454,1893,3175,1084,14524,3534,6973,1420,44061
1/31/2019 0:00,PeakWD,10878,1645,3102,989,13259,3064,6476,1295,40711
2/1/2019 0:00,PeakWD,10272,1443,3029,915,11573,2845,5742,1220,37042
2/4/2019 0:00,PeakWD,10711,1445,3012,897,11614,3110,5922,1209,37924
2/5/2019 0:00,PeakWD,10842,1493,2933,874,11612,3177,6040,1283,38259
2/6/2019 0:00,PeakWD,11350,1423,2999,906,11907,3225,6117,1285,39215
2/7/2019 0:00,PeakWD,10631,1599,3111,1126,14374,3157,6027,1265,41294
2/8/2019 0:00,PeakWD,12878,2198,3277,1240,17578,3922,8874,1767,51737
2/11/2019 0:00,PeakWD,10428,1526,3123,1005,13089,2996,6325,1550,40044
2/12/2019 0:00,PeakWD,10201,1558,3092,1029,12835,2876,6037,1340,38970
2/13/2019 0:00,PeakWD,10576,1585,3109,995,13024,2969,6283,1464,40008
2/14/2019 0:00,PeakWD,10475,1423,3058,854,11256,2885,5720,1193,36868
2/15/2019 0:00,PeakWD,10880,1387,3061,922,11341,3159,5908,1206,37868
2/18/2019 0:00,PeakWD,10818,1702,3289,1168,15592,3013,6325,1517,43427
2/19/2019 0:00,PeakWD,11644,1928,3336,1147,16374,3268,7725,1607,47031
2/20/2019 0:00,PeakWD,10859,1621,3140,1019,12905,3033,6116,1395,40091
2/21/2019 0:00,PeakWD,11212,1752,3082,1069,13879,2921,6384,1477,41779
2/22/2019 0:00,PeakWD,10632,1614,3163,1005,13385,2910,6020,1245,39976
2/25/2019 0:00,PeakWD,10533,1561,3125,1010,12326,2939,5887,1372,38756
2/26/2019 0:00,PeakWD,10501,1538,3103,938,11588,3150,5727,1164,37712
2/27/2019 0:00,PeakWD,10364,1453,3107,1082,12868,3303,5948,1266,39395
2/28/2019 0:00,PeakWD,10700,1967,3191,1240,16764,3209,7030,1398,45503
3/1/2019 0:00,PeakWD,10221,1749,3080,1114,14781,3050,6400,1274,41673
3/4/2019 0:00,PeakWD,13359,2264,3366,1360,19407,4705,9510,1741,55715
3/5/2019 0:00,PeakWD,12713,2001,3189,1190,16223,4069,8231,1552,49172
3/6/2019 0:00,PeakWD,11158,1696,3157,1120,14268,3430,6848,1572,43253
3/7/2019 0:00,PeakWD,10437,1538,3081,942,11753,2997,5828,1337,37916
3/8/2019 0:00,PeakWD,11200,1444,3084,899,11335,3222,6031,1170,38388
3/11/2019 0:00,PeakWD,11703,1406,3190,945,11568,3392,5713,1268,39187
3/12/2019 0:00,PeakWD,10985,1423,3089,899,11538,3490,6038,1213,38680
3/13/2019 0:00,PeakWD,11166,1392,2810,837,10979,3708,6152,1123,38171
3/14/2019 0:00,PeakWD,10811,1363,2809,957,10894,3077,5643,1218,36777
3/15/2019 0:00,PeakWD,10301,1430,3116,929,11758,2833,5729,1181,37281
3/18/2019 0:00,PeakWD,10410,1413,3066,917,11323,3070,5650,1158,37010
3/19/2019 0:00,PeakWD,10189,1395,2940,892,11108,3190,5581,1168,36467
3/20/2019 0:00,PeakWD,10407,1361,3064,886,11069,3023,5629,1082,36524
3/21/2019 0:00,PeakWD,10363,1373,3064,879,11156,3145,5682,1110,36776
3/22/2019 0:00,PeakWD,10394,1398,3061,838,11038,3082,5707,1283,36806
3/25/2019 0:00,PeakWD,11886,1453,3032,916,11251,3301,6539,1232,39613
3/26/2019 0:00,PeakWD,10875,1410,3076,978,11030,3023,5859,1227,37482
3/27/2019 0:00,PeakWD,10472,1389,3191,973,11218,3064,5837,1326,37475
3/28/2019 0:00,PeakWD,10568,1393,3241,827,11359,3182,5943,1288,37806
3/29/2019 0:00,PeakWD,10954,1409,3257,849,11132,3156,5951,1262,37973
4/1/2019 0:00,PeakWD,10925,1617,2999,928,11688,3191,5989,1310,38650
4/2/2019 0:00,PeakWD,10348,1475,3141,872,11367,2821,5752,1312,37091
4/3/2019 0:00,PeakWD,10264,1344,3216,830,11233,2901,5743,1310,36844
4/4/2019 0:00,PeakWD,11692,1509,3109,896,11988,3332,6699,1285,40513
4/5/2019 0:00,PeakWD,11800,1425,3097,890,11727,3233,6429,1351,39957
4/8/2019 0:00,PeakWD,11417,1506,3197,933,12406,3489,6548,1273,40772
4/9/2019 0:00,PeakWD,12817,1606,3244,974,13066,3677,7123,1395,43906
4/10/2019 0:00,PeakWD,12935,1649,3318,1001,13816,3709,7330,1465,45228
4/11/2019 0:00,PeakWD,11961,1500,3130,851,11092,3516,6325,1169,39547
4/12/2019 0:00,PeakWD,11026,1375,3167,829,10812,3256,6046,1214,37728
4/15/2019 0:00,PeakWD,11112,1486,3264,898,11551,3256,6049,1260,38880
4/16/2019 0:00,PeakWD,11859,1527,3144,864,11798,3500,6438,1277,40411
4/17/2019 0:00,PeakWD,11828,1523,3118,917,12759,3680,7045,1384,42257
4/18/2019 0:00,PeakWD,10926,1398,3147,867,11101,3282,5911,1297,37933
4/19/2019 0:00,PeakWD,9853,1312,3172,812,10429,3081,5604,1154,35420
4/22/2019 0:00,PeakWD,12050,1549,3196,910,12566,3544,6525,1301,41644
4/23/2019 0:00,PeakWD,11504,1516,3059,846,12246,3462,6370,1234,40240
4/24/2019 0:00,PeakWD,11837,1469,3065,824,11298,3626,5690,1164,38977
4/25/2019 0:00,PeakWD,12610,1524,3190,941,12322,3724,6504,1311,42128
4/26/2019 0:00,PeakWD,12954,1465,3137,910,12010,3789,6567,1393,42228
4/29/2019 0:00,PeakWD,13742,1732,3376,952,13431,3644,7023,1398,45300
4/30/2019 0:00,PeakWD,13708,1772,3524,898,13440,3944,7203,1251,45744
5/1/2019 0:00,PeakWD,13532,1736,3533,906,13843,4065,7129,1342,46090
5/2/2019 0:00,PeakWD,13353,1563,3300,876,11934,3934,6563,1232,42759
5/3/2019 0:00,PeakWD,11918,1455,3234,861,12178,3640,6394,1229,40913
5/6/2019 0:00,PeakWD,13361,1711,3416,1035,14065,3558,6513,1389,45053
5/7/2019 0:00,PeakWD,12321,1654,3312,992,14439,4024,7389,1412,45548
5/8/2019 0:00,PeakWD,13309,1408,3327,914,11644,4254,6806,1340,43005
5/9/2019 0:00,PeakWD,14392,1598,3257,830,11739,4077,7310,1282,44489
5/10/2019 0:00,PeakWD,11488,1291,3303,823,10699,3127,5484,1186,37404
5/13/2019 0:00,PeakWD,12731,1587,3070,953,13139,3424,6709,1297,42915
5/14/2019 0:00,PeakWD,13372,1669,3293,986,13836,3624,7118,1273,45175
5/15/2019 0:00,PeakWD,13589,1694,3370,1023,14772,3910,7459,1405,47227
5/16/2019 0:00,PeakWD,13671,1715,3469,1022,15143,4070,7760,1435,48290
5/17/2019 0:00,PeakWD,14153,1791,3501,1009,15051,4108,8019,1560,49195
5/20/2019 0:00,PeakWD,15710,1938,3538,993,15775,4624,8637,1504,52724
5/21/2019 0:00,PeakWD,15453,1656,3166,935,13511,4610,7691,1416,48442
5/22/2019 0:00,PeakWD,15937,1980,3486,1051,16162,4714,8829,1508,53671
5/23/2019 0:00,PeakWD,15407,1971,3677,1121,17084,4785,8967,1570,54586
5/24/2019 0:00,PeakWD,15557,1947,3649,1082,16696,4623,8525,1442,53525
5/28/2019 0:00,PeakWD,16335,1994,3476,1118,15690,4661,8283,1616,53177
5/29/2019 0:00,PeakWD,15443,1934,3320,999,14449,4618,8950,1467,51184
5/30/2019 0:00,PeakWD,15442,1845,3295,1070,15044,4652,8189,1351,50893
5/31/2019 0:00,PeakWD,15322,1805,3398,1129,14385,4576,8582,1370,50571
6/3/2019 0:00,PeakWD,16828,2128,3436,1151,17469,4656,9280,1471,56422
6/4/2019 0:00,PeakWD,15769,2017,3381,1108,16008,4426,7825,1460,51996
6/5/2019 0:00,PeakWD,13377,1619,3418,1164,15064,4669,8646,1604,49565
6/6/2019 0:00,PeakWD,15946,1898,3439,1146,16085,4921,8281,1527,53246
6/7/2019 0:00,PeakWD,16355,1923,3542,1165,15359,5030,9153,1621,54151
6/10/2019 0:00,PeakWD,16522,1914,3206,1024,13872,4458,8091,1360,50450
6/11/2019 0:00,PeakWD,14887,1770,3364,1068,13061,4184,6897,1416,46649
6/12/2019 0:00,PeakWD,15564,1849,3409,1098,14580,4244,8096,1582,50426
6/13/2019 0:00,PeakWD,16158,1896,3453,1162,15363,4525,8522,1642,52725
6/14/2019 0:00,PeakWD,16014,1933,3632,1144,16715,4530,8788,1743,54502
6/17/2019 0:00,PeakWD,14684,1815,3610,1124,15453,4622,8081,1559,50953
6/18/2019 0:00,PeakWD,16786,2057,3602,1202,17345,4902,9346,1549,56792
6/19/2019 0:00,PeakWD,17414,2089,3736,1195,18610,5069,10189,1682,59988
6/20/2019 0:00,PeakWD,16998,2154,3737,1269,19730,4977,10057,1820,60744
6/21/2019 0:00,PeakWD,17298,2204,3795,1355,19822,4871,9855,1860,61064
6/24/2019 0:00,PeakWD,14351,1736,3720,1130,15373,4588,7145,1586,49633
6/25/2019 0:00,PeakWD,13128,1922,3685,1268,17596,4140,8453,1597,51794
6/26/2019 0:00,PeakWD,14954,1831,3660,1289,17575,4453,8425,1583,53772
6/27/2019 0:00,PeakWD,15185,1929,3653,1301,17874,4557,8678,1640,54820
6/28/2019 0:00,PeakWD,15406,2091,3725,1328,18610,4498,9032,1665,56359
7/1/2019 0:00,PeakWD,16349,1962,3738,1248,17534,4627,8945,1656,56064
7/2/2019 0:00,PeakWD,15209,2068,3707,1293,18270,4622,9119,1638,55929
7/3/2019 0:00,PeakWD,14873,1884,3725,1302,17597,4591,8423,1682,54081
7/5/2019 0:00,PeakWD,16439,2150,3690,1302,18245,4882,9404,1730,57846
7/8/2019 0:00,PeakWD,17235,2290,3712,1197,18316,5024,9753,1619,59149
7/9/2019 0:00,PeakWD,17399,2290,3858,1339,19967,5034,9609,1700,61198
7/10/2019 0:00,PeakWD,17251,2286,3754,1389,19781,5023,10186,1812,61486
7/11/2019 0:00,PeakWD,17208,2180,3673,1336,19142,4984,9597,1716,59839
7/12/2019 0:00,PeakWD,17416,2139,3751,1258,18148,4864,9734,1729,59044
7/15/2019 0:00,PeakWD,16767,2160,3873,1323,18919,5015,10119,1802,59981
7/16/2019 0:00,PeakWD,17272,2279,3947,1438,20709,4976,10160,1798,62580
7/17/2019 0:00,PeakWD,17266,2296,3895,1442,20286,5034,10073,1822,62117
7/18/2019 0:00,PeakWD,17330,2284,3890,1424,20206,4884,10256,1918,62195
7/19/2019 0:00,PeakWD,17280,2241,3943,1398,20081,4956,10064,1903,61869
7/22/2019 0:00,PeakWD,15830,2251,3596,1291,19181,4788,10070,1896,58906
7/23/2019 0:00,PeakWD,14736,2044,3655,1195,17132,4508,9189,1576,54038
7/24/2019 0:00,PeakWD,14542,1868,3641,1233,16856,4352,8532,1566,52594
7/25/2019 0:00,PeakWD,15050,1925,3658,1210,16518,4274,8422,1586,52646
7/26/2019 0:00,PeakWD,16031,2003,3662,1199,16564,4421,8659,1649,54191
7/29/2019 0:00,PeakWD,16448,2240,3882,1246,18842,5006,10207,1808,59683
7/30/2019 0:00,PeakWD,16207,2193,3850,1421,20897,4988,10430,1821,61811
7/31/2019 0:00,PeakWD,16395,2252,3849,1404,20557,4950,10489,1897,61797
8/1/2019 0:00,PeakWD,16808,2259,3854,1392,19628,4928,10335,1916,61124
8/2/2019 0:00,PeakWD,16951,2204,3906,1360,19839,4956,10297,1923,61439
8/5/2019 0:00,PeakWD,16834,2255,3945,1409,20167,5131,10552,1872,62167
8/6/2019 0:00,PeakWD,16980,2324,4047,1438,20903,5098,10741,1914,63448
8/7/2019 0:00,PeakWD,17540,2399,4026,1503,21618,5200,10664,2001,64955
8/8/2019 0:00,PeakWD,17879,2358,4036,1434,20457,5340,10817,1944,64269
8/9/2019 0:00,PeakWD,17789,2386,4057,1423,21170,5189,10771,1880,64668
8/12/2019 0:00,PeakWD,18283,2435,4068,1510,21905,5314,11106,1919,66543
8/13/2019 0:00,PeakWD,18126,2411,3925,1378,21996,5306,11110,1947,66202
8/14/2019 0:00,PeakWD,17811,2277,3777,1368,19280,5236,10911,1885,62546
8/15/2019 0:00,PeakWD,17322,2304,3728,1440,20539,5272,10548,1868,63023
8/16/2019 0:00,PeakWD,17306,2346,3804,1482,21288,5265,10938,1971,64404
8/19/2019 0:00,PeakWD,17633,2461,4024,1522,21730,5304,10934,1886,65499
8/20/2019 0:00,PeakWD,16182,2416,3973,1496,21798,5167,10664,1836,63536
8/21/2019 0:00,PeakWD,16761,2386,3946,1484,21292,5082,10355,1855,63166
8/22/2019 0:00,PeakWD,16798,2374,3812,1378,20799,5138,10420,1834,62557
8/23/2019 0:00,PeakWD,15167,2282,3703,1230,19323,5161,10278,1749,58896
8/26/2019 0:00,PeakWD,17569,2466,4079,1515,22181,5299,10977,1935,66025
8/27/2019 0:00,PeakWD,16899,2170,3928,1105,15426,5317,9927,1740,56516
8/28/2019 0:00,PeakWD,15958,2140,3689,1280,18731,5026,10321,1689,58838
8/29/2019 0:00,PeakWD,16497,2323,3897,1377,20235,5033,10601,1893,61859
8/30/2019 0:00,PeakWD,16413,2195,3837,1094,16595,4926,10155,1896,57114
9/3/2019 0:00,PeakWD,16757,2285,3904,1322,19506,4250,10050,1744,59822
9/4/2019 0:00,PeakWD,17054,2239,3844,1351,19523,4333,10142,1675,60165
9/5/2019 0:00,PeakWD,16983,2236,3818,1353,19363,4202,10062,1734,59753
9/6/2019 0:00,PeakWD,16724,2232,3798,1335,19763,4634,10229,1737,60455
9/9/2019 0:00,PeakWD,16339,2127,3573,1344,19349,4753,9815,1763,59064
9/10/2019 0:00,PeakWD,15713,2128,3638,1330,19150,4527,9230,1727,57445
9/11/2019 0:00,PeakWD,15270,2145,3653,1302,18668,4271,8683,1691,55687
9/12/2019 0:00,PeakWD,15816,2199,3765,1294,18821,4262,9496,1676,57333
9/13/2019 0:00,PeakWD,15744,2173,3722,1175,18584,4477,9442,1624,56945
9/16/2019 0:00,PeakWD,14923,2218,3654,1344,19486,4423,9807,1695,57554
9/17/2019 0:00,PeakWD,13022,2055,3731,1324,18825,4722,9166,1735,54583
9/18/2019 0:00,PeakWD,13332,1889,3818,1282,18612,4901,10050,1764,55653
9/19/2019 0:00,PeakWD,12320,1780,3740,1189,15802,4931,9853,1786,51405
9/20/2019 0:00,PeakWD,14011,1966,3843,1057,18145,4809,9750,1663,55248
9/23/2019 0:00,PeakWD,15134,2166,3675,1182,19219,4684,9979,1717,57759
9/24/2019 0:00,PeakWD,15204,2154,3654,1189,19165,4619,9748,1679,57415
9/25/2019 0:00,PeakWD,15158,2158,3735,1301,19542,4732,9720,1756,58106
9/26/2019 0:00,PeakWD,15231,2128,3800,1234,18974,4636,9674,1706,57386
9/27/2019 0:00,PeakWD,14112,2019,3828,1273,18618,4723,9478,1718,55772
9/30/2019 0:00,PeakWD,16069,2150,3719,1202,18437,4697,9726,1772,57776
10/1/2019 0:00,PeakWD,15538,2119,3838,1178,18544,4582,9512,1705,57019
